Soma de client_id,Soma de current_age,Soma de retirement_age,Soma de birth_year,Soma de birth_month,gender,address,Soma de latitude,Soma de longitude,Soma de per_capita_income,yearly_income,Soma de total_debt,Soma de credit_score,Soma de num_credit_cards
824,32,66,1987,8,Female,38 Catherine Boulevard,2775,-8264,18100,36901,23293,695,4
923,18,70,2002,1,Female,38 Fifth Street,4268,-8273,23297,47501,81625,735,2
1972,73,68,1946,3,Female,3802 Maple Street,4147,-8167,9389,13089,10928,772,4
951,57,66,1962,9,Female,381 Catherine Avenue,3391,-11823,13075,26664,12241,709,4
1568,47,67,1972,5,Female,3816 Spruce Drive,4067,-7339,21077,42976,58765,748,3
728,30,67,1989,7,Female,385 Grant Street,3908,-9435,16224,33076,50117,721,3
1571,58,66,1961,6,Female,385 Jefferson Avenue,3629,-866,25166,51316,0,759,6
1911,58,75,1961,11,Female,3856 Valley Boulevard,3708,-945,16574,33793,108196,768,4
42,78,66,1941,11,Female,3863 Pine Street,3084,-8327,12672,8526,3723,684,3
1478,39,66,1980,10,Female,3863 River Avenue,3893,-12125,21829,44506,57994,849,3
1008,52,69,1968,2,Female,38688 First Avenue,4183,-8768,22296,45462,68494,657,5
272,30,67,1989,8,Female,387 Plum Avenue,3979,-7514,26193,53407,125586,767,3
1155,83,65,1936,8,Female,387 Third Boulevard,315,-11106,15462,29494,1196,689,5
1601,26,65,1993,5,Female,388 Third Street,4131,-7384,33263,67820,86177,628,2
266,19,65,2000,3,Female,39 Park Lane,3402,-11815,13485,27494,26097,724,1
259,71,65,1948,5,Female,391 South Street,2878,-8127,22585,38009,20529,689,3
1014,54,70,1965,9,Female,393 Mountain View Lane,336,-11782,96516,196784,437533,729,3
626,22,65,1997,6,Female,394 Essex Boulevard,2611,-8039,42160,85954,108684,746,2
1486,39,63,1980,4,Female,396 Park Street,3648,-8105,11431,23307,31064,789,1
615,35,65,1984,3,Female,3963 Essex Drive,2943,-9524,21956,44766,68989,713,2
1146,22,69,1997,3,Female,398 Park Boulevard,4183,-8768,18395,37505,57014,714,3
1076,61,66,1958,8,Female,3987 11th Drive,3505,-7887,18316,37342,48611,779,5
274,43,67,1976,4,Female,4 North Street,3889,-7703,23940,48810,0,799,3
113,74,71,1946,1,Female,4 Plum Boulevard,3286,-9721,26016,39003,10793,788,5
1491,41,68,1978,4,Female,40 River Boulevard,3225,-11108,22662,46209,56034,710,4
1660,41,68,1978,4,Female,40 Washington Drive,3673,-10251,11342,23123,5079,723,6
15,52,66,1968,2,Female,401 Bayview Lane,3402,-11831,14553,29673,12950,788,3
1686,54,67,1965,3,Female,401 North Avenue,3999,-10509,30072,61312,25355,708,3
1357,75,65,1944,12,Female,402 Birch Boulevard,472,-1224,16941,11410,0,812,7
424,24,69,1995,4,Female,4020 Littlewood Street,4029,-7999,25037,51045,127864,772,2
1282,34,66,1985,3,Female,404 Main Lane,4576,-10857,20231,41249,42268,695,2
1936,86,68,1933,7,Female,406 El Camino Boulevard,444,-730,26951,35685,1135,714,5
203,58,67,1961,3,Female,407 Park Lane,329,-8093,14864,30305,23392,776,3
118,56,68,1963,12,Female,407 Seventh Lane,3352,-8679,15471,31533,42315,753,3
542,52,65,1967,7,Female,4092 El Camino Lane,3546,-9751,14465,29496,49681,704,5
1475,98,60,1921,11,Female,412 Burns Drive,2131,-15801,22778,42306,472,725,5
463,32,74,1987,5,Female,412 Fifth Boulevard,4071,-7399,19744,40256,0,719,2
830,29,71,1990,10,Female,412 First Boulevard,2999,-9526,32943,67166,123932,688,2
1189,63,68,1956,11,Female,412 Spruce Boulevard,4266,-7379,15490,31582,23359,693,4
61,44,65,1976,2,Female,4121 Mountain View Boulevard,4105,-7374,45812,93406,151935,801,3
31,51,65,1968,6,Female,413 East Boulevard,4162,-8772,22348,45570,0,712,3
1050,43,65,1976,3,Female,41332 Lincoln Avenue,3598,-7891,17625,35938,47204,670,3
625,19,66,2000,12,Female,4135 Valley Stream Lane,3633,-8236,23224,47350,47026,680,1
236,36,65,1983,3,Female,4137 Bayview Drive,297,-9546,79100,161276,317964,540,1
1749,50,61,1969,7,Female,415 Elm Street,4239,-8305,8658,17657,21899,614,2
355,22,62,1997,11,Female,415 Madison Boulevard,3587,-9605,19856,40491,81879,691,2
881,61,70,1958,3,Female,4155 Spruce Avenue,3985,-7518,28663,58433,48231,696,4
466,58,64,1961,8,Female,416 Madison Street,404,-8135,14477,29519,45597,643,3
1787,52,66,1967,9,Female,417 Hill Lane,3804,-8445,28583,58278,51539,689,6
616,45,72,1974,5,Female,4173 Wessex Avenue,3219,-8805,17076,34817,63313,586,1
1522,88,66,1931,10,Female,41740 First Street,4094,-7424,37030,31828,3777,593,3
1139,24,68,1995,4,Female,418 Elm Street,3288,-8467,15433,31469,53555,645,1
1907,37,66,1982,5,Female,4189 Birch Street,2221,-15941,16898,34457,48966,666,2
1595,47,65,1972,5,Female,4191 Maple Avenue,4084,-7387,25537,52063,87549,753,2
851,88,65,1931,10,Female,42 Fourth Avenue,3821,-8523,19620,31399,2528,757,4
1788,59,66,1960,9,Female,420 Littlewood Drive,2971,-9059,20521,41845,90940,673,4
850,38,66,1981,12,Female,422 Burns Street,3798,-8571,19661,40087,17392,712,2
1079,65,60,1954,11,Female,422 Madison Lane,4066,-7363,48994,103294,39076,831,3
13,52,61,1967,6,Female,4222 Ocean View Drive,3789,-8596,15879,32378,65919,588,4
1744,31,69,1988,3,Female,4238 Birch Lane,3578,-8836,14435,29433,61260,693,3
1782,59,61,1961,2,Female,4254 Plum Lane,3374,-11799,19438,39633,58586,777,3
939,80,59,1939,10,Female,4259 East Lane,4004,-763,19945,34819,2971,696,2
892,38,66,1981,7,Female,4260 Essex Lane,4043,-7534,25205,51391,94145,656,1
1034,58,66,1961,7,Female,427 Essex Lane,3512,-8071,27254,55569,76181,698,6
1714,23,65,1996,6,Female,427 Martin Luther King Street,3006,-9538,35807,73011,240352,794,2
789,43,60,1976,11,Female,429 Grant Boulevard,3959,-7517,24417,49788,83932,690,3
937,47,63,1973,1,Female,430 Sixth Avenue,4101,-7384,46169,94133,189899,603,1
432,55,64,1964,11,Female,4329 El Camino Boulevard,3608,-8192,13018,26546,32087,686,5
193,23,65,1996,7,Female,4343 Mountain View Boulevard,4448,-10384,18583,37891,66163,749,1
1585,35,69,1984,11,Female,4346 El Camino Boulevard,3033,-8165,20710,42229,0,688,3
1902,36,68,1984,2,Female,4350 Valley Boulevard,3974,-8151,15950,32522,28260,769,2
1831,25,60,1994,5,Female,4386 El Camino Boulevard,3033,-8165,19382,39520,61310,595,2
1537,35,69,1984,6,Female,4395 Bayview Lane,4769,-11719,17760,36213,48364,637,1
1611,68,58,1952,1,Female,44 Ocean Avenue,3387,-7863,13907,20334,9544,684,2
779,81,69,1938,3,Female,44 Valley Boulevard,3377,-9667,20874,32669,1433,755,5
689,65,62,1954,3,Female,440 Maple Drive,4076,-7423,18012,39077,14019,709,1
173,63,62,1956,5,Female,440 North Street,3245,-9973,16665,30399,19404,668,4
1328,28,68,1992,1,Female,441 Rose Lane,4016,-8306,41682,84987,162718,600,2
1086,57,64,1962,12,Female,442 Burns Boulevard,4202,-7121,37407,76274,102611,698,2
523,27,65,1992,6,Female,444 Forest Boulevard,4277,-861,18877,38487,28032,773,4
1742,58,67,1961,11,Female,444 Maple Avenue,4005,-8603,24638,50232,1218,751,4
966,26,69,1993,4,Female,445 Fourth Lane,2635,-9811,11763,23987,39071,630,1
1730,52,65,1967,10,Female,445 West Boulevard,4071,-7406,21642,44128,148684,739,3
1165,55,73,1964,11,Female,446 Birch Drive,3637,-8412,13522,27572,59404,797,1
1715,32,72,1987,3,Female,4460 11th Avenue,4227,-8906,24589,50137,90747,679,1
1696,63,65,1956,12,Female,4461 Hill Street,2832,-8068,26339,53702,85160,606,1
1190,49,65,1970,8,Female,4480 Essex Drive,330,-8017,21769,44383,42369,707,7
375,50,66,1970,2,Female,4492 Grant Drive,357,-8121,18444,37617,57746,695,3
500,21,67,1998,4,Female,4497 Summit Boulevard,365,-8061,15286,31167,29342,749,3
146,47,67,1972,7,Female,45 Ocean Lane,4185,-883,33701,68710,201796,717,3
65,51,72,1968,10,Female,4514 Elm Street,3399,-8108,16928,34517,74143,645,2
1437,77,65,1942,4,Female,456 Birch Lane,4743,-12292,19640,44807,13730,751,4
1286,53,67,1966,10,Female,456 Lincoln Boulevard,4276,-7874,30202,61578,85383,602,2
1083,44,65,1975,3,Female,45682 Washington Lane,3845,-8264,18916,38568,66300,756,4
1992,63,72,1956,7,Female,457 Summit Lane,3661,-8981,11636,23725,47647,710,5
1659,94,65,1926,1,Female,4570 Valley Stream Lane,4226,-8813,28147,40787,1574,782,6
1080,56,63,1963,11,Female,4581 Eighth Boulevard,3219,-8317,14425,29413,46043,703,2
1325,23,66,1996,3,Female,459 East Avenue,3744,-1222,150583,307018,516263,745,2
825,53,66,1966,11,Female,462 Rose Lane,3415,-11776,29278,59696,127613,787,5
1438,26,64,1994,1,Female,4631 Plum Avenue,4147,-8167,14737,30049,80474,700,1
206,28,59,1992,2,Female,4633 Sixth Avenue,4289,-8572,18431,37583,51633,782,2
1940,40,65,1979,10,Female,464 Lake Drive,4074,-7385,13177,26865,19529,826,5
648,40,61,1980,2,Female,466 Pine Drive,3278,-10826,14642,29854,66044,674,3
60,47,64,1972,8,Female,467 Birch Avenue,4323,-7706,16703,34057,59247,655,4
1687,70,64,1949,12,Female,469 Grant Lane,3511,-10662,24485,40189,24169,621,1
1533,39,70,1980,12,Female,470 11th Lane,3977,-8614,24233,49412,42378,830,3
1680,59,63,1960,11,Female,4701 Littlewood Drive,2795,-8248,28916,58959,109358,598,2
1732,50,60,1969,7,Female,4704 Essex Boulevard,3777,-12221,26391,53810,78986,637,1
414,45,66,1975,1,Female,471 Eighth Lane,4079,-7447,55362,112875,44432,709,2
1110,21,60,1998,11,Female,472 Ocean View Street,4286,-7148,32325,65909,181261,673,2
522,26,65,1994,2,Female,4726 Third Street,3846,-8595,21313,43454,79295,774,2
1252,23,70,1996,7,Female,473 El Camino Street,3386,-11833,25900,52815,77064,658,2
1631,18,67,2001,11,Female,4735 Fifth Avenue,3044,-9112,31741,64715,174664,740,3
229,35,57,1984,6,Female,47428 First Boulevard,418,-9149,29059,59248,173887,725,5
750,61,68,1959,1,Female,475 Oak Boulevard,3519,-8083,14793,30165,36972,694,2
1064,50,65,1969,12,Female,477 Madison Lane,3768,-12243,23752,48428,72566,654,1
1693,36,69,1983,4,Female,478 East Drive,3361,-11189,36300,74016,85204,702,2
576,68,64,1951,6,Female,478 Hill Avenue,3395,-8454,30747,63502,24100,638,7
1462,30,63,1989,7,Female,4788 Jefferson Boulevard,441,-1228,18446,37610,64933,586,1
1487,59,69,1961,2,Female,4793 North Street,4069,-8001,39464,80464,76261,727,3
1694,83,65,1936,3,Female,480 Catherine Drive,4109,-7355,37213,74753,1585,726,5
1939,43,69,1976,11,Female,480 First Lane,3395,-11829,12362,25207,34107,685,1
790,34,65,1985,3,Female,480 Ocean View Boulevard,329,-11689,22740,46361,69620,743,2
348,49,70,1970,7,Female,480 Seventh Lane,4022,-7476,22747,46377,79980,719,3
484,84,64,1936,1,Female,4819 Martin Luther King Drive,427,-7111,41665,66745,682,718,3
1642,37,66,1982,4,Female,48190 Plum Drive,3996,-7406,19848,40470,41938,731,5
1019,81,57,1939,1,Female,482 Grant Street,3409,-11796,15775,29928,2028,713,4
174,23,69,1996,4,Female,4822 Jefferson Avenue,3835,-8163,21899,44644,83108,716,3
1429,62,66,1957,7,Female,4823 Lincoln Drive,3976,-10487,16459,33556,10619,799,4
1453,37,73,1982,11,Female,4830 Ocean Drive,3373,-8728,17716,36122,51593,641,2
1120,44,69,1975,5,Female,4868 Lake Lane,3372,-1180,26966,54981,121701,737,1
469,67,67,1952,3,Female,488 Bayview Boulevard,3388,-11785,26675,46945,17835,682,4
1724,20,66,1999,5,Female,489 Fourth Drive,4171,-8687,18036,36775,102641,850,3
186,61,69,1958,11,Female,49 Bayview Lane,361,-11502,18897,38536,72299,705,1
152,37,68,1982,3,Female,49 Tenth Street,3372,-8432,24196,49335,51520,773,3
819,55,77,1964,10,Female,4909 Maple Avenue,4043,-7997,18392,37495,28449,687,3
1310,33,69,1986,9,Female,4930 Birch Drive,3392,-7802,17498,35670,58182,751,2
200,57,65,1962,11,Female,4940 Ocean View Drive,3821,-8256,17918,36528,109785,701,3
1720,55,60,1964,5,Female,4941 Ocean View Drive,3275,-9733,12175,24827,60261,590,1
1848,31,66,1988,11,Female,4947 Sussex Boulevard,401,-7493,24817,50599,83732,791,2
312,18,68,2002,2,Female,4949 South Avenue,3969,-7606,23383,47672,115371,767,4
346,90,74,1929,11,Female,495 Ocean View Lane,3443,-11968,25249,48580,1785,687,7
1196,60,61,1959,6,Female,498 Elm Lane,3524,-11376,17113,34895,56622,820,4
729,80,67,1939,4,Female,499 Lafayette Lane,4028,-8651,16421,24884,1828,850,6
149,24,54,1995,3,Female,5 Hill Avenue,3302,-11712,44747,91237,231619,594,1
1973,58,65,1962,1,Female,501 Grant Lane,3487,-855,15950,32520,29433,731,4
435,71,66,1948,8,Female,5023 11th Avenue,3706,-11357,15881,23350,19515,679,2
617,27,69,1992,6,Female,5048 Catherine Drive,3803,-7848,28459,58026,133169,691,1
634,49,74,1970,8,Female,5063 Seventh Avenue,4138,-8164,24071,49079,6494,683,4
696,74,67,1945,7,Female,5064 North Lane,4063,-7372,45685,110570,5700,766,8
158,31,72,1989,2,Female,5065 Catherine Drive,452,-12206,20343,41475,0,747,2
644,58,65,1961,3,Female,511 Grant Avenue,3442,-8411,20581,41963,53857,741,1
378,18,60,2001,5,Female,512 Second Avenue,4621,-11916,18753,38241,81833,596,1
143,22,68,1997,6,Female,5138 Park Drive,4155,-8766,25689,52379,107734,771,3
1542,46,69,1973,12,Female,515 South Street,4147,-8167,27250,55565,34039,731,2
1582,23,71,1996,10,Female,515 Tenth Lane,3646,-12182,29174,59479,69645,688,1
207,73,65,1946,10,Female,518 Main Street,3658,-794,16745,28553,19507,745,5
196,44,64,1975,5,Female,518 Norfolk Avenue,3329,-8396,17545,35775,67263,773,1
123,43,66,1976,9,Female,5180 Burns Boulevard,3324,-8427,17811,36315,0,824,3
1312,31,66,1988,4,Female,5190 Grant Street,373,-1218,25115,51209,76900,765,1
1170,40,63,1980,2,Female,5191 Grant Drive,354,-8043,20041,40867,50449,694,2
171,43,70,1976,5,Female,5194 Grant Street,3483,-8237,24314,49577,142314,694,3
1236,72,65,1947,9,Female,521 Main Lane,3886,-10476,14645,25243,18006,730,6
1318,18,65,2002,2,Female,521 Mountain View Lane,3555,-11767,22397,45664,0,778,4
416,86,65,1933,8,Female,5220 Lincoln Street,3617,-8678,20030,38273,1658,765,6
959,35,67,1984,11,Female,5223 Lafayette Drive,4022,-7493,50208,102369,189558,738,2
1320,28,64,1991,10,Female,5225 Bayview Street,3402,-11828,13002,26513,32620,604,1
1091,32,66,1987,5,Female,52292 East Street,393,-7661,26431,53890,252106,656,4
218,59,68,1960,3,Female,5238 Park Street,4076,-7403,16770,34190,39242,810,7
1452,46,59,1973,5,Female,524 Ocean Drive,2976,-9538,95039,193773,241571,660,1
1914,21,70,1998,4,Female,5259 Lake Drive,3678,-7608,20678,42161,59210,672,1
195,18,70,2002,2,Female,5263 Little Creek Drive,2875,-8133,31847,64936,107755,688,2
1384,74,67,1946,1,Female,528 Lake Drive,3853,-900,22545,23011,30510,721,3
1580,19,61,2000,4,Female,528 Spruce Lane,416,-8705,27261,55587,151141,621,2
133,31,65,1988,10,Female,5295 Pine Street,3395,-8454,30747,62692,50290,698,2
695,49,68,1970,7,Female,530 Main Boulevard,2948,-951,35246,71866,132580,662,1
1375,23,70,1996,4,Female,532 Lake Drive,3864,-769,35114,71590,60635,717,2
760,56,64,1964,2,Female,532 Sixth Drive,3998,-8298,18420,37558,72514,778,3
1761,23,71,1996,10,Female,533 Fourth Street,3865,-12125,27548,56168,186534,703,3
37,41,60,1978,7,Female,533 Sussex Drive,4331,-7657,17013,34690,48954,683,4
1138,51,64,1968,3,Female,5334 11th Avenue,3368,-8639,20542,41886,107734,768,3
635,25,64,1994,7,Female,5338 Fifth Boulevard,4076,-7403,16770,34201,42895,731,1
788,19,66,2001,1,Female,534 Norfolk Lane,4071,-7399,26718,54477,72241,802,2
6,19,63,2000,6,Female,534 Second Lane,3288,-11713,27394,55854,111042,782,1
1525,43,70,1976,9,Female,534 Sixth Boulevard,2988,-9006,19126,38994,0,728,4
693,20,66,1999,8,Female,5342 Valley Stream Avenue,3309,-9688,31905,65051,220951,703,2
1369,59,67,1961,1,Female,535 Grant Boulevard,3935,-8596,17585,35854,49101,850,2
1324,45,61,1974,11,Female,535 Hill Boulevard,2733,-8254,19065,38872,94970,663,4
1555,28,64,1991,6,Female,5367 Pine Avenue,3401,-8601,19474,39708,113715,717,3
269,21,69,1998,5,Female,537 Fourth Lane,3965,-8274,19000,38739,0,689,3
422,19,62,2000,11,Female,5378 Lafayette Avenue,3998,-8298,15539,31683,46987,817,4
1629,42,63,1977,6,Female,53789 Bayview Street,2614,-8013,14430,29422,58679,598,1
144,44,67,1975,3,Female,5380 12th Boulevard,345,-9305,15857,32330,97190,835,4
400,46,68,1973,5,Female,539 Pine Boulevard,3017,-8567,19508,39770,72827,711,4
712,74,67,1945,3,Female,54 Lafayette Street,3263,-11705,20102,29130,8746,720,5
503,47,61,1973,2,Female,54 Valley Lane,4183,-8768,14497,29564,54279,694,2
1952,26,54,1993,7,Female,541 Federal Avenue,2775,-8264,18100,36909,102869,821,1
1112,34,66,1985,11,Female,5411 Madison Avenue,3109,-9771,14665,29897,27736,760,6
1239,34,65,1985,11,Female,5449 Lexington Drive,3378,-11793,18679,38081,28613,811,4
1144,57,66,1962,12,Female,545 Eighth Avenue,2976,-9538,14959,30495,70825,773,4
849,67,69,1952,7,Female,5456 Ninth Avenue,3995,-7516,21497,43828,60231,711,3
1691,23,61,1996,11,Female,5459 El Camino Avenue,3512,-8151,14443,29450,36002,692,1
526,51,62,1968,3,Female,54870 Lexington Drive,2577,-802,31625,64481,114394,627,5
444,24,68,1995,9,Female,549 Ocean Boulevard,4084,-7387,12939,26382,13161,748,2
1242,52,69,1967,10,Female,549 Tenth Avenue,4183,-8768,14963,30509,56953,641,2
811,91,68,1929,2,Female,5492 Maple Drive,389,-9468,51642,84694,2149,741,7
1185,29,66,1990,11,Female,5493 Catherine Drive,3395,-8454,33093,67473,140270,780,1
803,69,73,1951,2,Female,55 El Camino Boulevard,3753,-12084,22799,46487,57336,635,3
633,36,69,1983,10,Female,5506 Fifth Boulevard,3388,-11827,24611,50179,110515,743,1
1812,31,62,1988,5,Female,551 Essex Drive,3478,-9225,25002,50978,76898,574,2
918,43,75,1976,5,Female,5528 Lake Lane,4032,-8021,14320,29194,10895,703,2
1385,51,68,1968,7,Female,5537 Eighth Street,4496,-9326,40364,82298,182301,789,6
24,48,64,1971,11,Female,55378 Burns Avenue,4227,-8906,18906,38554,47186,708,1
899,29,65,1990,6,Female,5544 Grant Avenue,4224,-8362,23487,47891,114299,629,1
1521,71,71,1948,3,Female,557 Burns Boulevard,3275,-9777,19120,19581,21424,706,3
43,26,66,1993,8,Female,5594 12th Drive,3399,-11839,29972,61104,79486,721,4
1837,66,66,1953,5,Female,56 Tenth Boulevard,3397,-11824,11649,24947,1767,766,4
221,63,65,1956,12,Female,560 Eighth Boulevard,377,-12212,21669,44183,89852,850,4
1723,41,66,1978,10,Female,560 Summit Street,3916,-8948,17696,36080,80443,839,3
1913,60,57,1960,1,Female,561 Martin Luther King Avenue,4247,-8349,34259,31121,32768,619,5
826,67,60,1952,11,Female,563 Birch Drive,3398,-8388,26767,57705,22475,684,3
1085,27,66,1992,6,Female,563 Jefferson Boulevard,3297,-11702,36390,74198,16084,838,3
993,47,64,1972,8,Female,5647 Burns Boulevard,2943,-903,21966,44789,94789,638,1
1847,22,60,1998,1,Female,566 Hillside Street,2818,-8274,15418,31443,52826,676,1
1439,28,65,1991,11,Female,5663 Martin Luther King Boulevard,3619,-8295,14406,29371,32300,715,2
347,28,63,1991,8,Female,5671 Sussex Drive,2577,-802,21602,44046,57982,557,3
1075,36,67,1983,12,Female,5695 Fifth Street,3822,-8574,25258,51500,102286,672,3
1789,40,65,1979,3,Female,57 West Boulevard,3822,-8686,18898,38527,36933,684,2
805,19,65,2000,3,Female,5709 Little Creek Lane,4238,-831,15790,32192,24074,686,2
1254,61,65,1959,2,Female,576 Jefferson Boulevard,4012,-8864,16978,34619,13326,747,5
1840,46,71,1974,2,Female,576 Martin Luther King Street,4549,-1228,21702,44249,103229,706,5
56,22,73,1998,2,Female,5762 River Lane,4076,-11184,10539,21490,32587,682,2
994,85,67,1934,10,Female,577 12th Lane,4009,-7421,13006,9795,396,771,7
1526,53,64,1966,3,Female,5773 River Street,4094,-12174,16742,34137,80467,671,4
734,43,61,1976,7,Female,57799 Oak Boulevard,4288,-7885,12220,24917,36101,693,2
1448,48,70,1971,12,Female,578 Maple Avenue,3505,-8209,18899,38539,0,850,3
224,20,67,1999,11,Female,5789 Ninth Drive,4069,-7385,19682,40130,55801,798,1
846,48,66,1971,11,Female,58 Catherine Drive,4126,-9601,33232,67761,0,745,4
1645,62,65,1957,11,Female,58 Federal Lane,4147,-8185,29692,60541,160456,716,3
1244,43,69,1976,5,Female,580 Fifth Boulevard,3528,-8128,16073,32775,72785,637,1
743,44,66,1975,4,Female,5810 Sixth Drive,3564,-780,15938,32491,24515,682,3
752,65,64,1954,6,Female,5814 Lincoln Lane,4082,-7298,27376,64829,15537,664,3
1262,56,68,1963,11,Female,5814 Ocean Street,4101,-12147,13723,27981,62926,717,3
38,45,64,1974,12,Female,582 Birch Boulevard,2663,-8185,19621,40006,72794,621,1
1414,71,66,1948,8,Female,5822 Fourth Boulevard,3835,-8163,16835,13937,3854,783,4
293,32,63,1987,8,Female,58221 Main Drive,3522,-9734,20640,42084,57760,661,5
1217,59,66,1960,12,Female,584 Bayview Street,3362,-1120,22070,44992,53368,785,3
1543,31,68,1988,10,Female,5857 12th Avenue,3414,-11846,51976,105963,106266,684,4
792,28,65,1992,1,Female,5863 Grant Avenue,3871,-9508,22158,45180,13168,698,2
829,29,70,1990,3,Female,587 East Lane,3536,-7913,17854,36404,11745,726,3
131,23,75,1996,10,Female,5883 Sixth Street,3422,-8068,18494,37717,60367,688,3
1986,44,69,1975,12,Female,5887 Seventh Lane,3768,-12243,23752,48430,62384,716,2
1010,40,64,1979,12,Female,5899 Mill Street,3417,-8202,16843,34344,48931,548,1
1377,32,68,1987,11,Female,593 Washington Drive,3291,-9662,14535,29637,56446,569,3
1556,30,67,1989,7,Female,594 Mountain View Street,468,-10076,23679,48277,110153,740,4
707,22,67,1997,12,Female,5941 South Lane,3472,-8278,18271,37253,63522,576,1
421,53,67,1967,1,Female,595 Valley Stream Drive,4197,-9166,22502,45876,58252,790,7
1803,26,60,1993,4,Female,596 Mountain View Lane,4166,-7034,23129,47160,64193,578,1
77,99,67,1920,10,Female,596 Ninth Street,4024,-7692,25336,51110,3781,709,8
1731,64,66,1956,1,Female,599 First Drive,3414,-11745,23172,47242,62224,704,6
436,20,65,2000,1,Female,599 Hillside Drive,4032,-7532,26273,53569,79540,623,1
324,21,68,1998,7,Female,5995 Valley Stream Avenue,4555,-12273,42850,87372,40547,792,3
119,44,67,1975,9,Female,60 Little Creek Avenue,3616,-11528,27761,56605,87970,624,3
4,54,72,1965,3,Female,6016 Little Creek Boulevard,4761,-1223,37485,76431,115362,716,5
739,38,64,1981,7,Female,6022 Mill Street,2976,-9538,33925,69171,102537,622,1
1000,20,73,1999,8,Female,6030 Third Lane,4193,-7129,26693,54424,92199,687,1
82,22,68,1997,9,Female,6054 Main Avenue,4183,-8768,0,2026,1417,779,1
1167,42,65,1978,1,Female,606 Spruce Boulevard,4033,-7592,24089,49117,42380,769,3
1559,56,67,1963,12,Female,607 George Boulevard,3405,-8467,28862,58846,126806,746,3
241,58,67,1961,4,Female,6077 Sixth Avenue,3493,-7976,15009,30605,16549,737,5
441,41,64,1978,6,Female,608 Washington Drive,3365,-8486,22613,46108,64994,635,1
1760,35,66,1984,11,Female,610 Lake Drive,3916,-8948,17696,36081,118151,682,2
1968,25,69,1994,11,Female,611 Elm Lane,4094,-7386,31299,63816,100128,775,1
924,48,75,1972,1,Female,6126 Ocean View Boulevard,4006,-8584,19810,40392,52417,645,1
1087,40,65,1979,12,Female,613 George Boulevard,3753,-8466,15202,30997,81716,722,2
1231,26,52,1994,1,Female,613 Little Creek Lane,2641,-8142,10819,22066,38967,842,1
1431,56,61,1963,3,Female,6134 Littlewood Lane,3038,-8906,19327,39409,52076,599,1
1041,48,62,1971,9,Female,6144 Summit Street,3487,-855,15950,32522,50155,639,1
1065,41,69,1978,8,Female,6157 Washington Drive,3345,-11766,27622,56320,84614,792,3
250,50,64,1970,2,Female,61674 Elm Drive,4452,-12281,17003,34671,55643,786,6
1042,22,67,1997,10,Female,6179 Eighth Boulevard,4373,-7055,22485,45846,103277,766,1
940,49,61,1970,6,Female,620 12th Avenue,2577,-802,20499,41800,67836,699,6
1721,36,68,1983,3,Female,620 River Boulevard,4611,-1183,18880,38496,64688,642,2
1819,20,69,1999,8,Female,621 Fifth Boulevard,3058,-9115,17440,35559,59164,672,2
1193,90,75,1929,11,Female,6245 River Lane,4169,-7392,27934,51717,418,717,5
1625,24,66,1995,5,Female,625 Washington Lane,4767,-12218,49629,101191,290730,659,1
176,45,71,1974,12,Female,627 Ninth Drive,3374,-8431,25586,52172,66085,667,4
1709,62,69,1957,3,Female,628 Third Avenue,4046,-9637,17420,35519,111115,744,1
129,56,63,1963,6,Female,6295 Summit Drive,341,-11805,22008,44875,125909,510,1
1950,39,73,1980,3,Female,63 Plum Street,3669,-8447,10942,22312,39445,720,5
1589,39,70,1981,1,Female,6301 Hillside Avenue,3402,-11815,13485,27494,44258,702,3
122,65,66,1954,3,Female,6303 South Boulevard,2969,-913,19237,39221,45409,786,4
822,51,68,1968,4,Female,6323 Sussex Boulevard,3261,-11703,16942,34540,22641,793,5
75,80,66,1939,12,Female,6328 Forest Street,2976,-9538,18528,22326,1620,564,4
33,77,71,1942,6,Female,6335 Rose Lane,3921,-11971,18239,38692,8902,596,5
1638,79,64,1940,8,Female,6337 Spruce Street,4467,-9324,34186,57824,31354,668,5
11,39,67,1980,10,Female,6339 Fourth Street,3945,-7681,33175,67643,0,714,6
1419,53,64,1966,9,Female,634 Grant Boulevard,3374,-8437,30157,61490,116180,647,1
1264,32,65,1987,8,Female,635 East Drive,368,-9729,15077,30737,35858,815,2
1368,29,69,1990,5,Female,637 Littlewood Drive,3722,-7728,22059,44976,80109,717,2
1350,22,65,1998,2,Female,637 Main Avenue,3384,-11807,21940,44740,103896,651,1
663,68,63,1951,3,Female,6398 Lake Lane,3592,-8684,36563,70554,39078,655,5
120,50,71,1969,9,Female,64 Mill Street,4288,-880,29924,61008,0,781,4
339,19,75,2000,7,Female,640 Bayview Street,3261,-9003,15597,31797,5400,843,2
800,28,73,1991,10,Female,6413 Second Street,3044,-8718,12766,26025,23971,723,4
984,63,66,1956,3,Female,642 Ocean View Lane,283,-8141,16150,32928,80794,850,5
1488,34,66,1985,11,Female,6427 12th Boulevard,4165,-8143,20155,41091,86837,695,6
130,63,69,1956,9,Female,6429 Fifth Avenue,3519,-8083,39752,81048,156195,781,4
1211,66,68,1953,3,Female,644 South Drive,351,-900,18759,38249,0,746,4
388,25,66,1994,10,Female,6444 Maple Lane,2892,-8192,8491,17310,21853,749,2
357,59,67,1960,9,Female,645 Catherine Lane,4235,-7106,39312,80156,61817,735,4
145,58,65,1962,1,Female,645 Hillside Lane,3618,-8207,12427,25334,182,696,3
